Plurals              Percentages 
pageants             60.0 
swans                33.3333333333 
lobes                62.5 
choices              9.16666666667 
Braques              10.0 
Mines                10.7692307692 
audiences            12.213740458 
pilgrimages          14.2857142857 
privileges           35.7142857143 
waitresses           33.3333333333 
lyricists            50.0 
conversations        16.6666666667 
units                45.7627118644 
Sandburgs            8.33333333333 
tomatoes             42.8571428571 
sops                 50.0 
elbows               50.0 
takeoffs             50.0 
proprietors          31.25 
coaches              21.7391304348 
recriminations       75.0 
Registrations        4.16666666667 
Inventories          4.7619047619 
exports              52.6315789474 
Adults               3.84615384615 
States               0.352733686067 
theses               10.0 
slacks               43.75 
dressings            4.34782608696 
gyrations            50.0 
cries                7.24637681159 
batteries            15.7894736842 
Weeks                0.3861003861 
qualifications       66.6666666667 
toilets              23.5294117647 
guts                 90.0 
capabilities         61.1111111111 
Stalins              6.25 
cruisers             33.3333333333 
jars                 5.88235294118 
earthquakes          43.75 
stumps               71.4285714286 
provisions           45.3488372093 
republics            22.2222222222 
Camels               50.0 
calipers             33.3333333333 
taxpayers            64.5161290323 
overtures            75.0 
rituals              13.7931034483 
hosts                9.75609756098 
researches           0.724637681159 
wonders              8.0 
traitors             66.6666666667 
platforms            6.49350649351 
cutters              60.0 
Promoters            66.6666666667 
breakthroughs        20.0 
obscurities          16.6666666667 
Sponsors             5.26315789474 
Glazes               8.33333333333 
manipulations        22.2222222222 
courtyards           11.1111111111 
dipoles              16.6666666667 
poets                31.3131313131 
idlers               50.0 
fastenings           50.0 
fords                9.09090909091 
gentians             50.0 
analyses             9.82142857143 
cliffs               16.6666666667 
Persians             54.5454545455 
Stigmata             50.0 
Americans            16.8518518519 
urges                6.89655172414 
heroics              9.09090909091 
additives            66.6666666667 
travelers            46.1538461538 
warrants             20.0 
possessions          34.375 
polishes             5.88235294118 
resistors            70.0 
indictments          14.2857142857 
trenches             33.3333333333 
captains             2.17391304348 
desolations          20.0 
cinches              25.0 
Commands             1.61290322581 
funds                67.96875 
tactics              82.6086956522 
Congregationalists   60.0 
interchanges         25.0 
buffs                16.6666666667 
fertilizers          42.8571428571 
plaques              80.0 
Sessions             1.28205128205 
boos                 66.6666666667 
monitors             66.6666666667 
Stetsons             33.3333333333 
clicks               25.0 
kinds                10.3746397695 
truckers             50.0 
pumps                35.7142857143 
ranks                43.1818181818 
mosaics              20.0 
Fights               0.990099009901 
volumes              26.1146496815 
tulips               40.0 
pods                 25.0 
